List ID	Type	SfW	Code	Language	Family	Group	Glottocode	Village	Lat	Lon	District
2	Speaker	1	Arkhit1	Lezgian	East-Caucasian	Lezgic	lezg1247	Arkhit	41.734607	47.97302	Khiv
3	Speaker	1	Arkhit2	Lezgian	East-Caucasian	Lezgic	lezg1247	Arkhit	41.734607	47.97302	Khiv
4	Speaker	1	Arkhit3	Lezgian	East-Caucasian	Lezgic	lezg1247	Arkhit	41.734607	47.97302	Khiv
5	Speaker	1	Arkhit4	Lezgian	East-Caucasian	Lezgic	lezg1247	Arkhit	41.734607	47.97302	Khiv
6	Speaker	1	Arkhit5	Lezgian	East-Caucasian	Lezgic	lezg1247	Arkhit	41.734607	47.97302	Khiv
7	Speaker	1	Arkhit6	Lezgian	East-Caucasian	Lezgic	lezg1247	Arkhit	41.734607	47.97302	Khiv
13	Expert	1	E_Azerbaijani	Azerbaijani	Altaic	Turkic	nort2697	Expert	40.97767	46.4737	Expert
22	Dictionary	1	E_Russian	Russian	Indo-European	Slavic	russ1263	Expert	59	50	Expert
26	Speaker	1	Darvag1	Azerbaijani	Altaic	Turkic	nort2697	Darvag	42.022285	48.065912	Tabasaran
27	Speaker	1	Darvag2	Azerbaijani	Altaic	Turkic	nort2697	Darvag	42.022285	48.065912	Tabasaran
28	Speaker	1	Darvag3	Azerbaijani	Altaic	Turkic	nort2697	Darvag	42.022285	48.065912	Tabasaran
29	Speaker	1	Darvag4	Azerbaijani	Altaic	Turkic	nort2697	Darvag	42.022285	48.065912	Tabasaran
31	Speaker	1	Darvag5	Azerbaijani	Altaic	Turkic	nort2697	Darvag	42.022285	48.065912	Tabasaran
32	Speaker	1	Darvag6	Azerbaijani	Altaic	Turkic	nort2697	Darvag	42.022285	48.065912	Tabasaran
33	Speaker	1	Dyubek1	Tabasaran	East-Caucasian	Lezgic	taba1259	Dyubek	42.0208	47.969528	Tabasaran
34	Speaker	1	Dyubek2	Tabasaran	East-Caucasian	Lezgic	taba1259	Dyubek	42.0208	47.969528	Tabasaran
35	Speaker	1	Dyubek3	Tabasaran	East-Caucasian	Lezgic	taba1259	Dyubek	42.0208	47.969528	Tabasaran
36	Speaker	1	Dyubek4	Tabasaran	East-Caucasian	Lezgic	taba1259	Dyubek	42.0208	47.969528	Tabasaran
45	Speaker	1	Gelmets1	Tsakhur	East-Caucasian	Lezgic	tsak1249	Gelmets	41.62466	47.17889	Rutul
46	Speaker	1	Gelmets2	Tsakhur	East-Caucasian	Lezgic	tsak1249	Gelmets	41.62466	47.17889	Rutul
47	Speaker	1	Gelmets3	Tsakhur	East-Caucasian	Lezgic	tsak1249	Gelmets	41.62466	47.17889	Rutul
51	Speaker	1	Ikhrek4	Rutul	East-Caucasian	Lezgic	rutu1240	Ikhrek	41.693931	47.210005	Rutul
52	Speaker	1	Ilisu1	Azerbaijani	Altaic	Turkic	nort2697	Ilisu	41.46694	47.05917	Qax
57	Speaker	1	Khapil1	Tabasaran	East-Caucasian	Lezgic	taba1259	Khapil’	41.98722	47.97731	Tabasaran
58	Speaker	1	Khapil2	Tabasaran	East-Caucasian	Lezgic	taba1259	Khapil’	41.98722	47.97731	Tabasaran
59	Speaker	1	Khapil3	Tabasaran	East-Caucasian	Lezgic	taba1259	Khapil’	41.98722	47.97731	Tabasaran
60	Speaker	1	Khapil4	Tabasaran	East-Caucasian	Lezgic	taba1259	Khapil’	41.98722	47.97731	Tabasaran
61	Speaker	1	Khapil5	Tabasaran	East-Caucasian	Lezgic	taba1259	Khapil’	41.98722	47.97731	Tabasaran
62	Speaker	1	Khiv1	Tabasaran	East-Caucasian	Lezgic	taba1259	Khiv	41.7533	47.9286	Khiv
63	Speaker	1	Khiv2	Tabasaran	East-Caucasian	Lezgic	taba1259	Khiv	41.7533	47.9286	Khiv
64	Speaker	1	Khiv3	Tabasaran	East-Caucasian	Lezgic	taba1259	Khiv	41.7533	47.9286	Khiv
65	Speaker	1	Khiv4	Tabasaran	East-Caucasian	Lezgic	taba1259	Khiv	41.7533	47.9286	Khiv
66	Speaker	1	Khlyut1	Lezgian	East-Caucasian	Lezgic	lezg1247	Khlyut	41.496274	47.533824	Rutul
67	Speaker	1	Khlyut2	Lezgian	East-Caucasian	Lezgic	lezg1247	Khlyut	41.496274	47.533824	Rutul
68	Speaker	1	Khlyut3	Lezgian	East-Caucasian	Lezgic	lezg1247	Khlyut	41.496274	47.533824	Rutul
69	Speaker	1	Khlyut4	Lezgian	East-Caucasian	Lezgic	lezg1247	Khlyut	41.496274	47.533824	Rutul
70	Speaker	1	Khlyut5	Lezgian	East-Caucasian	Lezgic	lezg1247	Khlyut	41.496274	47.533824	Rutul
71	Speaker	1	Khoredzh1	Tabasaran	East-Caucasian	Lezgic	taba1259	Khoredzh	41.74914	47.8667	Khiv
72	Speaker	1	Khoredzh2	Tabasaran	East-Caucasian	Lezgic	taba1259	Khoredzh	41.74914	47.8667	Khiv
74	Speaker	1	Khoredzh4	Tabasaran	East-Caucasian	Lezgic	taba1259	Khoredzh	41.74914	47.8667	Khiv
75	Speaker	1	Khoredzh5	Tabasaran	East-Caucasian	Lezgic	taba1259	Khoredzh	41.74914	47.8667	Khiv
76	Speaker	1	Khoredzh6	Tabasaran	East-Caucasian	Lezgic	taba1259	Khoredzh	41.74914	47.8667	Khiv
81	Speaker	1	Kiche1	Rutul	East-Caucasian	Lezgic	rutu1240	Kiche	41.53146	47.48171	Rutul
82	Speaker	1	Kiche2	Rutul	East-Caucasian	Lezgic	rutu1240	Kiche	41.53146	47.48171	Rutul
90	Speaker	1	Laka1	Tabasaran	East-Caucasian	Lezgic	taba1259	Laka	41.75705	47.88114	Khiv
91	Speaker	1	Laka2	Tabasaran	East-Caucasian	Lezgic	taba1259	Laka	41.75705	47.88114	Khiv
92	Speaker	1	Laka3	Tabasaran	East-Caucasian	Lezgic	taba1259	Laka	41.75705	47.88114	Khiv
93	Speaker	1	Laka4	Tabasaran	East-Caucasian	Lezgic	taba1259	Laka	41.75705	47.88114	Khiv
94	Speaker	1	Laka5	Tabasaran	East-Caucasian	Lezgic	taba1259	Laka	41.75705	47.88114	Khiv
95	Speaker	1	Laka6	Tabasaran	East-Caucasian	Lezgic	taba1259	Laka	41.75705	47.88114	Khiv
98	Speaker	1	Mikik1	Tsakhur	East-Caucasian	Lezgic	tsak1249	Mikik	41.63753	47.16822	Rutul
99	Speaker	1	Mikik2	Tsakhur	East-Caucasian	Lezgic	tsak1249	Mikik	41.63753	47.16822	Rutul
101	Speaker	1	Qax2	Azerbaijani	Altaic	Turkic	nort2697	Qax	41.41944	46.91806	Qax
102	Speaker	1	Qax3	Azerbaijani	Altaic	Turkic	nort2697	Qax	41.41944	46.91806	Qax
106	Speaker	1	Qax7	Azerbaijani	Altaic	Turkic	nort2697	Qax	41.41944	46.91806	Qax
108	Speaker	1	Qax9	Azerbaijani	Altaic	Turkic	nort2697	Qax	41.41944	46.91806	Qax
115	Speaker	1	Tatil1	Tabasaran	East-Caucasian	Lezgic	taba1259	Tatil’	41.99269	47.98826	Tabasaran
116	Speaker	1	Tatil2	Tabasaran	East-Caucasian	Lezgic	taba1259	Tatil’	41.99269	47.98826	Tabasaran
117	Speaker	1	Tatil3	Tabasaran	East-Caucasian	Lezgic	taba1259	Tatil’	41.99269	47.98826	Tabasaran
118	Speaker	1	Tatil4	Tabasaran	East-Caucasian	Lezgic	taba1259	Tatil’	41.99269	47.98826	Tabasaran
119	Speaker	1	Tatil5	Tabasaran	East-Caucasian	Lezgic	taba1259	Tatil’	41.99269	47.98826	Tabasaran
121	Speaker	1	Tsinit1	Lezgian	East-Caucasian	Lezgic	lezg1247	Tsinit	41.72324	48.00882	Khiv
122	Speaker	1	Tsinit2	Lezgian	East-Caucasian	Lezgic	lezg1247	Tsinit	41.72324	48.00882	Khiv
124	Speaker	1	Tsinit4	Lezgian	East-Caucasian	Lezgic	lezg1247	Tsinit	41.72324	48.00882	Khiv
125	Speaker	1	Tsinit5	Lezgian	East-Caucasian	Lezgic	lezg1247	Tsinit	41.72324	48.00882	Khiv
128	Speaker	1	Yagdyg2	Tabasaran	East-Caucasian	Lezgic	taba1259	Yagdyg	41.980115	47.970578	Tabasaran
129	Speaker	1	Yagdyg3	Tabasaran	East-Caucasian	Lezgic	taba1259	Yagdyg	41.980115	47.970578	Tabasaran
130	Speaker	1	Yagdyg4	Tabasaran	East-Caucasian	Lezgic	taba1259	Yagdyg	41.980115	47.970578	Tabasaran
131	Speaker	1	Yagdyg5	Tabasaran	East-Caucasian	Lezgic	taba1259	Yagdyg	41.980115	47.970578	Tabasaran
132	Speaker	1	Yagdyg6	Tabasaran	East-Caucasian	Lezgic	taba1259	Yagdyg	41.980115	47.970578	Tabasaran
133	Speaker	1	Yersi1	Azerbaijani	Altaic	Turkic	nort2697	Yersi	42.018844	48.012897	Tabasaran
134	Speaker	1	Yersi2	Azerbaijani	Altaic	Turkic	nort2697	Yersi	42.018844	48.012897	Tabasaran
135	Speaker	1	Yersi3	Azerbaijani	Altaic	Turkic	nort2697	Yersi	42.018844	48.012897	Tabasaran
147	Speaker	1	Kusur1	Avar	East-Caucasian	Avar	avar1256	Kusur	41.4658	46.5641	Rutul
149	Expert	1	E_Arabic	Arabic	Afro-Asiatic	Semitic	egyp1253	Expert	31	31	Expert
153	Expert	1	E_Persian	Persian	Indo-European	Iranian	west2369	Expert	28.65928	55.15861	Expert
162	Speaker	1	Kurdul1	Tsakhur	East-Caucasian	Lezgic	tsak1249	Kurdul	41.581482	47.17811	Rutul
163	Speaker	1	Kurdul2	Tsakhur	East-Caucasian	Lezgic	tsak1249	Kurdul	41.581482	47.17811	Rutul
164	Speaker	1	Kurdul3	Tsakhur	East-Caucasian	Lezgic	tsak1249	Kurdul	41.581482	47.17811	Rutul
165	Speaker	1	Fiy1	Lezgian	East-Caucasian	Lezgic	lezg1247	Fiy	41.285241	47.565016	Akhty
166	Speaker	1	Fiy2	Lezgian	East-Caucasian	Lezgic	lezg1247	Fiy	41.285241	47.565016	Akhty
167	Speaker	1	Gdym1	Lezgian	East-Caucasian	Lezgic	lezg1247	Gdym	41.310094	47.468052	Akhty
168	Speaker	1	Gdym2	Lezgian	East-Caucasian	Lezgic	lezg1247	Gdym	41.310094	47.468052	Akhty
169	Speaker	1	Khnov1	Rutul	East-Caucasian	Lezgic	rutu1240	Khnov	41.378933	47.442273	Akhty
170	Speaker	1	Khnov2	Rutul	East-Caucasian	Lezgic	rutu1240	Khnov	41.378933	47.442273	Akhty
171	Speaker	1	Khnov3	Rutul	East-Caucasian	Lezgic	rutu1240	Khnov	41.378933	47.442273	Akhty
172	Speaker	1	Kina4	Rutul	East-Caucasian	Lezgic	rutu1240	Kina	41.6166	47.2647	Rutul
173	Speaker	1	Kina5	Rutul	East-Caucasian	Lezgic	rutu1240	Kina	41.6166	47.2647	Rutul
174	Speaker	1	Kina3a	Rutul	East-Caucasian	Lezgic	rutu1240	Kina	41.6166	47.2647	Rutul
175	Speaker	1	Kina2a	Rutul	East-Caucasian	Lezgic	rutu1240	Kina	41.6166	47.2647	Rutul
176	Speaker	1	Kina1a	Rutul	East-Caucasian	Lezgic	rutu1240	Kina	41.6166	47.2647	Rutul
